MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
74:44:01:51:f7:89,ENT,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:15,1,-91,44.67514091,-74.9813636,104.1999969,5,WIFI
00:0d:93:80:fe:73,PCS,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:15,1,-83,44.67528477,-74.98134792,102.1999969,5,WIFI
b8:62:1f:17:a7:60,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,6,-79,44.67542787,-74.98136107,102.1999969,4,WIFI
00:1e:52:7b:5b:63,kthalam,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-92,44.67580304,-74.98142675,102.8000031,3,WIFI
b8:62:1f:17:77:01,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-87,44.67580304,-74.98142675,102.8000031,3,WIFI
b8:62:1f:17:77:00,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-84,44.67580304,-74.98142675,102.8000031,3,WIFI
00:18:4d:51:89:46,FodorNet,[WPA-PSK-TKIP][ESS],5/30/2012 20:15,11,-92,44.67580304,-74.98142675,102.8000031,3,WIFI
ba:c7:5d:05:e3:00,Szoke Guest,[ESS],5/30/2012 20:15,11,-89,44.67580304,-74.98142675,102.8000031,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:15,0,-93,44.67580304,-74.98142675,102.8000031,3,GSM
b8:62:1f:17:a7:61,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,6,-87,44.6760073,-74.98141631,103,5,WIFI
b8:62:1f:17:75:e1,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-85,44.6760073,-74.98141631,103,5,WIFI
b8:62:1f:17:e0:30,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-89,44.6760073,-74.98141631,103,5,WIFI
b8:62:1f:17:e0:31,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,1,-89,44.6760073,-74.98141631,103,5,WIFI
68:7f:74:07:76:f8,Turner,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,6,-91,44.6760073,-74.98141631,103,5,WIFI
00:1d:6a:be:2b:53,Lizardi,[WPS][WEP][ESS],5/30/2012 20:15,6,-91,44.6760073,-74.98141631,103,5,WIFI
e0:46:9a:55:c0:a5,Bitch Please,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:15,2,-92,44.676137,-74.9814038,103.4000015,4,WIFI
b8:62:1f:17:75:e0,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,11,-88,44.67627323,-74.98139625,104,4,WIFI
00:0d:93:80:fe:73,PCS,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:15,1,-86,44.67641294,-74.98140883,103.4000015,3,WIFI
b8:62:1f:17:a7:60,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:15,6,-85,44.67655422,-74.98140148,102.6999969,3,WIFI
00:25:9c:36:a3:c0,General F U,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:15,11,-93,44.67655422,-74.98140148,102.6999969,3,WIFI
00:1d:70:03:23:e6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:15,11,-85,44.67668414,-74.98139976,102.6999969,3,WIFI
b8:62:1f:17:77:01,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,1,-87,44.67681718,-74.98141453,102.6999969,4,WIFI
ba:c7:5d:05:e3:00,Szoke Guest,[ESS],5/30/2012 20:16,11,-89,44.67681718,-74.98141453,102.6999969,4,WIFI
00:1d:70:03:23:e2,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,11,-80,44.67681718,-74.98141453,102.6999969,4,WIFI
00:1d:70:03:23:e4,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-83,44.67681718,-74.98141453,102.6999969,4,WIFI
00:14:6c:f3:4d:5e,Curry,[WPA-PSK-TKIP][ESS],5/30/2012 20:16,11,-87,44.67681718,-74.98141453,102.6999969,4,WIFI
00:1d:70:03:23:e1,CPH-Guest,[ESS],5/30/2012 20:16,11,-80,44.67681718,-74.98141453,102.6999969,4,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:16,0,-93,44.67681718,-74.98141453,102.6999969,4,GSM
00:1d:70:03:23:e5,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-81,44.67693768,-74.98144517,102.4000015,4,WIFI
00:1d:70:03:0d:f6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-86,44.67693768,-74.98144517,102.4000015,4,WIFI
00:1d:70:03:0d:f2,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,11,-87,44.67693768,-74.98144517,102.4000015,4,WIFI
00:1d:70:03:0d:f5,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-87,44.67693768,-74.98144517,102.4000015,4,WIFI
00:1d:70:03:0d:f4,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-87,44.67693768,-74.98144517,102.4000015,4,WIFI
b8:62:1f:17:77:00,PCS,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,1,-88,44.67693768,-74.98144517,102.4000015,4,WIFI
68:7f:74:07:76:f8,Turner,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:16,6,-90,44.67702494,-74.98154409,102.0999985,3,WIFI
00:1d:6a:be:2b:53,Lizardi,[WPS][WEP][ESS],5/30/2012 20:16,6,-88,44.67702494,-74.98154409,102.0999985,3,WIFI
b8:62:1f:17:75:e1,Guest,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-91,44.67702494,-74.98154409,102.0999985,3,WIFI
00:1f:ca:cd:46:04,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,6,-87,44.67702494,-74.98154409,102.0999985,3,WIFI
00:1f:ca:cd:46:05,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-87,44.67702494,-74.98154409,102.0999985,3,WIFI
00:1f:ca:cd:46:02,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,6,-87,44.67702494,-74.98154409,102.0999985,3,WIFI
00:25:9c:54:77:af,56 Leroy,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:16,3,-88,44.67702494,-74.98154409,102.0999985,3,WIFI
00:1f:ca:cd:46:01,CPH-Guest,[ESS],5/30/2012 20:16,6,-88,44.67702494,-74.98154409,102.0999985,3,WIFI
b8:c7:5d:05:c1:d7,59 Leroy,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,3,-88,44.67705619,-74.98169302,99.09999847,3,WIFI
00:1f:ca:cd:46:06,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-81,44.67706905,-74.98187658,101.6999969,3,WIFI
00:26:cb:1d:dd:16,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-88,44.67707006,-74.98204019,102.6999969,4,WIFI
00:1d:70:03:2e:16,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-82,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:2e:10,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,6,-84,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:21:a6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-87,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:21:a4,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-87,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:21:a5,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-88,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:21:a2,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,11,-89,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:21:a1,CPH-Guest,[ESS],5/30/2012 20:16,11,-87,44.67705567,-74.98219374,102.4000015,3,WIFI
00:1d:70:03:18:9a,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,36,-83,44.67706039,-74.9823306,103.4000015,3,WIFI
00:1d:70:03:18:99,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,36,-83,44.67706039,-74.9823306,103.4000015,3,WIFI
00:1d:70:03:18:9d,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,36,-84,44.67706039,-74.9823306,103.4000015,3,WIFI
00:1d:70:03:18:9b,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,36,-84,44.67706039,-74.9823306,103.4000015,3,WIFI
00:26:cb:1d:dd:10,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,11,-88,44.67706039,-74.9823306,103.4000015,3,WIFI
00:26:f2:c2:a0:fc,crescent,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:16,6,-91,44.67706039,-74.9823306,103.4000015,3,WIFI
00:1d:70:03:18:9e,CPH-Guest,[ESS],5/30/2012 20:16,36,-83,44.67706039,-74.9823306,103.4000015,3,WIFI
00:1d:70:03:18:96,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-85,44.67706756,-74.98239329,103,4,WIFI
00:1d:70:03:18:92,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,1,-85,44.67706756,-74.98239329,103,4,WIFI
34:08:04:13:21:2a,barton11,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:16,1,-85,44.67706756,-74.98239329,103,4,WIFI
00:1d:70:03:18:94,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,1,-86,44.67706756,-74.98239329,103,4,WIFI
00:1d:70:03:18:95,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-87,44.67706756,-74.98239329,103,4,WIFI
00:26:cb:1d:dd:13,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-88,44.67706756,-74.98239329,103,4,WIFI
00:1d:70:03:18:91,CPH-Guest,[ESS],5/30/2012 20:16,1,-85,44.67706756,-74.98239329,103,4,WIFI
00:14:6c:f3:4d:5e,Curry,[WPA-PSK-TKIP][ESS],5/30/2012 20:16,11,-83,44.67700851,-74.98281151,105.1999969,4,WIFI
00:1f:ca:cd:46:04,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,6,-85,44.67700851,-74.98281151,105.1999969,4,WIFI
00:1f:ca:cd:46:05,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-85,44.67700851,-74.98281151,105.1999969,4,WIFI
00:1f:ca:cd:46:02,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,6,-86,44.67700851,-74.98281151,105.1999969,4,WIFI
00:25:9c:54:77:af,56 Leroy,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:16,3,-76,44.67700851,-74.98281151,105.1999969,4,WIFI
00:1f:ca:cd:46:01,CPH-Guest,[ESS],5/30/2012 20:16,6,-84,44.67700851,-74.98281151,105.1999969,4,WIFI
00:26:cb:1d:dd:15,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-88,44.67700851,-74.98281151,105.1999969,4,WIFI
00:26:cb:1d:dd:11,CPH-Guest,[ESS],5/30/2012 20:16,11,-88,44.67700851,-74.98281151,105.1999969,4,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:16,0,-93,44.67700851,-74.98281151,105.1999969,4,GSM
00:1f:ca:cd:46:06,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-86,44.67690834,-74.98290032,105.5,3,WIFI
00:1d:70:03:21:56,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-86,44.67690834,-74.98290032,105.5,3,WIFI
00:1d:70:03:21:55,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-88,44.67690834,-74.98290032,105.5,3,WIFI
00:1c:df:e5:43:2b,Belkin_G+MIMO_Wireless_E5432B,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:16,6,-94,44.67690834,-74.98290032,105.5,3,WIFI
00:1d:70:03:21:51,CPH-Guest,[ESS],5/30/2012 20:16,11,-86,44.67690834,-74.98290032,105.5,3,WIFI
00:1f:ca:cd:43:dc,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,52,-80,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1f:ca:cd:43:da,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,52,-80,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1f:ca:cd:43:d9,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,52,-81,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1d:70:03:1d:e6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-78,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1d:70:03:1d:e2,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,11,-79,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1d:70:03:1d:e5,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-79,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1f:ca:cd:43:df,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,52,-84,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1d:70:03:1d:e4,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,11,-80,44.67679463,-74.98300319,105.1999969,3,WIFI
00:1f:ca:cd:43:de,CPH-Guest,[ESS],5/30/2012 20:16,52,-80,44.67679463,-74.98300319,105.1999969,3,WIFI
00:26:cb:1d:dd:16,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,11,-84,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1d:70:03:2d:56,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-80,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1d:70:03:2d:55,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,6,-81,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1d:70:03:2d:50,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,6,-81,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1d:70:03:2d:53,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,6,-83,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1f:ca:cd:43:d5,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,1,-85,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1f:ca:cd:43:d3,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-85,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1f:ca:cd:43:d0,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,1,-85,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1f:ca:cd:43:d6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-86,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1d:70:03:2d:51,CPH-Guest,[ESS],5/30/2012 20:16,6,-82,44.67666739,-74.9830905,104.8000031,3,WIFI
00:1f:ca:cd:43:d1,CPH-Guest,[ESS],5/30/2012 20:16,1,-85,44.67666739,-74.9830905,104.8000031,3,WIFI
f6:d3:85:44:39:90,hpsetup,[IBSS],5/30/2012 20:16,6,-92,44.6765919,-74.98309939,106,3,WIFI
00:1c:10:1f:88:f6,DavidHume,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,6,-92,44.67645012,-74.98309738,106,3,WIFI
00:1d:70:03:26:f6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-78,44.67609858,-74.98314282,105.1999969,3,WIFI
00:1d:70:03:26:f2,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,1,-78,44.67609858,-74.98314282,105.1999969,3,WIFI
00:1d:70:03:26:f5,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-80,44.67609858,-74.98314282,105.1999969,3,WIFI
00:1d:70:03:26:f4,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,1,-81,44.67609858,-74.98314282,105.1999969,3,WIFI
00:1d:6a:be:2b:53,Lizardi,[WPS][WEP][ESS],5/30/2012 20:16,6,-88,44.67609858,-74.98314282,105.1999969,3,WIFI
00:1d:70:03:26:f1,CPH-Guest,[ESS],5/30/2012 20:16,1,-79,44.67609858,-74.98314282,105.1999969,3,WIFI
00:0d:93:80:fe:73,PCS,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-91,44.67606814,-74.98325825,103.3000031,3,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:16,0,-93,44.67613506,-74.98405019,103.3000031,3,GSM
00:1d:70:03:26:f6,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-80,44.67614529,-74.98420026,104.3000031,4,WIFI
00:1d:70:03:26:f2,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:16,1,-79,44.67614529,-74.98420026,104.3000031,4,WIFI
00:1d:70:03:26:f5,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:16,1,-79,44.67614529,-74.98420026,104.3000031,4,WIFI
00:1d:70:03:26:f4,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,1,-81,44.67614529,-74.98420026,104.3000031,4,WIFI
00:1d:6a:be:2b:53,Lizardi,[WPS][WEP][ESS],5/30/2012 20:16,6,-84,44.67614529,-74.98420026,104.3000031,4,WIFI
00:1d:70:03:26:f1,CPH-Guest,[ESS],5/30/2012 20:16,1,-80,44.67614529,-74.98420026,104.3000031,4,WIFI
00:1c:10:1f:88:f6,DavidHume,[WPA2-PSK-CCMP][ESS],5/30/2012 20:16,6,-90,44.67614529,-74.98420026,104.3000031,4,WIFI
08:86:3b:3b:3c:91,belkin.c91,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:16,11,-91,44.67615859,-74.98450041,104.0999985,6,WIFI
f0:7b:cb:05:c2:67,2.00E+26,[WEP][ESS],5/30/2012 20:16,11,-92,44.67622664,-74.98456351,104.9000015,4,WIFI
c0:3f:0e:d3:ab:32,Mine,[WPS][WEP][ESS],5/30/2012 20:17,1,-78,44.67649313,-74.9846131,103.1999969,4,WIFI
00:24:2b:7a:dd:0c,37c0,[WEP][ESS],5/30/2012 20:17,11,-90,44.67649313,-74.9846131,103.1999969,4,WIFI
00:1f:e1:56:5b:b0,4058,[WEP][ESS],5/30/2012 20:17,1,-93,44.67649313,-74.9846131,103.1999969,4,WIFI
c4:46:19:2c:fe:f4,428d,[WEP][ESS],5/30/2012 20:17,1,-88,44.67674275,-74.9844992,105.8000031,4,WIFI
00:1d:70:03:2d:55,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:17,6,-81,44.67690077,-74.98451994,105.5999985,4,WIFI
00:1d:70:03:2d:50,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:17,6,-82,44.67690077,-74.98451994,105.5999985,4,WIFI
00:1d:70:03:2d:56,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:17,6,-83,44.67690077,-74.98451994,105.5999985,4,WIFI
00:1d:70:03:2d:53,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:17,6,-84,44.67690077,-74.98451994,105.5999985,4,WIFI
0c:d5:02:38:52:95,10FX10177414,[WEP][ESS],5/30/2012 20:17,6,-86,44.67690077,-74.98451994,105.5999985,4,WIFI
00:1d:70:03:2d:51,CPH-Guest,[ESS],5/30/2012 20:17,6,-83,44.67690077,-74.98451994,105.5999985,4,WIFI
00:1c:10:1f:88:f6,DavidHume,[WPA2-PSK-CCMP][ESS],5/30/2012 20:17,6,-83,44.67719159,-74.98453916,101,5,WIFI
e0:46:9a:55:bf:87,Netgear45,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,2,-74,44.67719159,-74.98453916,101,5,WIFI
00:1b:63:2c:c9:3b,Habakkuk,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:17,11,-90,44.67719159,-74.98453916,101,5,WIFI
00:22:3f:98:90:bd,decoste,[WPA-PSK-TKIP][WPS][ESS],5/30/2012 20:17,2,-92,44.67719159,-74.98453916,101,5,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:17,0,-93,44.67719159,-74.98453916,101,5,GSM
e0:91:f5:d5:83:90,M&MNetwork,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,11,-86,44.67745793,-74.98456007,101.3000031,4,WIFI
00:1d:70:03:1f:55,Clocks,[WPA2-PSK-CCMP][ESS],5/30/2012 20:17,1,-88,44.67745793,-74.98456007,101.3000031,4,WIFI
00:1d:70:03:1f:53,CPH-eCW,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:17,1,-88,44.67745793,-74.98456007,101.3000031,4,WIFI
00:1d:70:03:1f:56,CPH - WOW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:17,1,-88,44.67745793,-74.98456007,101.3000031,4,WIFI
00:17:3f:03:ad:c0,Baker,[WPA-PSK-TKIP][ESS],5/30/2012 20:17,11,-89,44.67745793,-74.98456007,101.3000031,4,WIFI
00:1d:70:03:1f:50,CPH-Secure,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],5/30/2012 20:17,1,-89,44.67745793,-74.98456007,101.3000031,4,WIFI
00:1d:70:03:1f:51,CPH-Guest,[ESS],5/30/2012 20:17,1,-89,44.67745793,-74.98456007,101.3000031,4,WIFI
c0:3f:0e:d3:ab:32,Mine,[WPS][WEP][ESS],5/30/2012 20:17,1,-89,44.67758707,-74.98456906,102.3000031,4,WIFI
00:24:2b:7a:dd:0c,37c0,[WEP][ESS],5/30/2012 20:17,11,-93,44.67758707,-74.98456906,102.3000031,4,WIFI
0c:d5:02:89:2a:3e,11FX02068940,[WEP][ESS],5/30/2012 20:17,6,-87,44.67758707,-74.98456906,102.3000031,4,WIFI
08:86:3b:18:78:64,belkin.864,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,1,-89,44.67772588,-74.98455747,102.3000031,4,WIFI
20:4e:7f:1c:30:a0,Oasis,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,6,-68,44.67784783,-74.98451341,101.1999969,4,WIFI
0c:d5:02:38:52:95,10FX10177414,[WEP][ESS],5/30/2012 20:17,6,-85,44.67796174,-74.98452506,102.5999985,6,WIFI
00:1c:df:e5:43:2b,Belkin_G+MIMO_Wireless_E5432B,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:17,6,-88,44.67796174,-74.98452506,102.5999985,6,WIFI
00:1c:10:1f:88:f6,DavidHume,[WPA2-PSK-CCMP][ESS],5/30/2012 20:17,6,-91,44.67828986,-74.98452994,105.6999969,4,WIFI
e0:46:9a:55:bf:87,Netgear45,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,2,-79,44.67828986,-74.98452994,105.6999969,4,WIFI
00:1b:63:2c:c9:3b,Habakkuk,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP][ESS],5/30/2012 20:17,11,-85,44.67828986,-74.98452994,105.6999969,4,WIFI
20:4e:7f:1c:30:9f,Oasis-5G,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,149,-81,44.67828986,-74.98452994,105.6999969,4,WIFI
94:44:52:8f:47:38,Belkin.5738,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,1,-82,44.67828986,-74.98452994,105.6999969,4,WIFI
20:4e:7f:38:74:5a,Phaedrus,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,2,-85,44.67828986,-74.98452994,105.6999969,4,WIFI
c8:3a:35:37:a8:88,medialink,[WPA-PSK-CCMP][ESS],5/30/2012 20:17,3,-89,44.67828986,-74.98452994,105.6999969,4,WIFI
310410_11506_144930461,AT&T,HSPA;us,5/30/2012 20:17,0,-93,44.67828986,-74.98452994,105.6999969,4,GSM
e0:91:f5:d5:83:90,M&MNetwork,[WPA2-PSK-CCMP][WPS][ESS],5/30/2012 20:17,11,-84,44.67846164,-74.98451173,106.4000015,4,WIFI
00:22:75:75:3c:b3,RoadJogger,[WPA-PSK-TKIP][WPS][ESS],5/30/2012 20:17,6,-92,44.67846164,-74.98451173,106.4000015,4,WIFI
00:23:69:86:88:fb,Walsh,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],5/30/2012 20:17,6,-93,44.67858142,-74.98453691,108.5999985,3,WIFI
0c:d5:02:89:2a:3e,11FX02068940,[WEP][ESS],5/30/2012 20:17,6,-92,44.67868128,-74.98454927,109.1999969,3,WIFI
